total sediment production [t] for all sub-basins (MAP-IDs) and particle classes{ 3}
Year	Day 	15:1	15:2	15:3	69:1	69:2	69:3
2000	50	     0.189	     0.150	     0.491	     0.000	     0.000	     0.000
2000	51	     1.231	     0.976	     3.200	     0.000	     0.000	     0.000
2000	52	     0.413	     0.328	     1.075	     0.000	     0.000	     0.000
2000	53	     0.040	     0.032	     0.105	     0.000	     0.000	     0.000
2000	54	     0.000	     0.000	     0.001	     0.000	     0.000	     0.000
2000	55	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	56	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	57	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	58	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	59	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	60	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	61	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	62	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	63	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	64	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	65	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	66	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	67	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	68	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	69	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	70	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	71	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	72	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	73	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	74	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	75	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	76	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	77	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	78	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	79	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	80	     0.000	     0.000	     0.001	     0.000	     0.000	     0.000
2000	81	     0.000	     0.000	     0.000	     0.000	     0.000	     0.001
2000	82	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	83	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	84	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	85	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	86	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	87	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	88	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	89	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	90	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	91	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	92	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	93	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	94	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	95	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	96	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	97	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	98	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	99	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	100	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	101	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	102	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	103	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	104	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	105	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	106	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	107	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	108	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	109	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	110	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	111	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	112	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	113	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	114	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	115	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	116	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	117	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	118	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	119	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	120	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	121	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	122	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	123	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	124	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	125	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	126	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	127	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	128	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	129	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	130	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	131	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	132	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	133	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	134	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	135	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	136	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	137	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	138	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	139	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	140	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	141	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	142	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	143	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	144	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	145	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	146	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	147	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	148	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	149	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	150	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	151	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	152	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	153	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	154	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	155	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	156	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	157	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	158	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	159	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	160	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	161	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	162	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	163	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	164	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	165	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	166	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	167	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	168	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	169	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	170	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	171	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	172	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	173	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	174	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	175	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	176	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	177	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	178	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	179	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	180	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	181	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	182	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	183	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	184	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	185	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	186	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	187	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	188	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	189	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	190	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	191	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	192	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	193	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	194	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	195	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	196	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	197	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	198	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	199	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	200	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	201	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	202	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	203	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	204	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	205	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	206	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	207	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	208	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	209	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	210	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	211	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	212	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	213	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	214	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	215	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	216	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	217	     0.000	     0.000	     0.000	     0.000	     0.000	     0.001
2000	218	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	219	     0.000	     0.000	     0.001	     0.000	     0.000	     0.000
2000	220	     0.002	     0.001	     0.005	     0.001	     0.000	     0.002
2000	221	     0.000	     0.000	     0.001	     0.000	     0.000	     0.000
2000	222	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	223	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	224	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	225	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	226	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	227	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	228	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	229	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	230	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	231	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	232	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	233	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	234	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	235	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	236	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	237	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	238	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	239	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	240	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	241	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	242	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	243	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	244	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	245	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	246	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	247	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	248	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	249	     0.001	     0.001	     0.003	     0.000	     0.000	     0.001
2000	250	     0.001	     0.000	     0.002	     0.001	     0.001	     0.002
2000	251	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	252	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	253	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	254	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	255	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	256	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	257	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	258	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	259	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	260	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	261	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	262	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	263	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	264	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	265	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	266	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	267	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	268	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	269	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	270	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	271	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	272	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	273	     0.002	     0.001	     0.004	     0.001	     0.001	     0.002
2000	274	     0.001	     0.001	     0.002	     0.001	     0.001	     0.002
2000	275	     0.001	     0.000	     0.001	     0.001	     0.001	     0.002
2000	276	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	277	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	278	     0.001	     0.001	     0.003	     0.001	     0.001	     0.003
2000	279	     0.002	     0.002	     0.005	  2923.987	  2318.729	  7603.894
2000	280	     0.002	     0.002	     0.005	     0.005	     0.004	     0.012
2000	281	     0.001	     0.001	     0.004	     0.007	     0.005	     0.018
2000	282	     0.002	     0.001	     0.005	     0.003	     0.003	     0.009
2000	283	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	284	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	285	     0.001	     0.000	     0.001	     0.001	     0.001	     0.004
2000	286	     0.000	     0.000	     0.001	     0.001	     0.000	     0.001
2000	287	     0.001	     0.000	     0.001	     0.003	     0.003	     0.008
2000	288	     0.001	     0.001	     0.002	     0.001	     0.001	     0.002
2000	289	     0.003	     0.002	     0.007	     0.004	     0.003	     0.010
2000	290	     0.003	     0.002	     0.007	     0.005	     0.004	     0.013
2000	291	     0.001	     0.001	     0.002	     0.000	     0.000	     0.000
2000	292	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	293	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	294	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	295	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	296	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	297	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	298	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	299	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	300	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	301	     0.002	     0.002	     0.006	     0.001	     0.001	     0.003
2000	302	     0.001	     0.001	     0.003	     0.001	     0.000	     0.002
2000	303	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	304	     0.000	     0.000	     0.001	     0.000	     0.000	     0.000
2000	305	     0.000	     0.000	     0.001	     0.001	     0.000	     0.002
2000	306	     0.001	     0.001	     0.003	     0.002	     0.001	     0.005
2000	307	     0.001	     0.001	     0.003	     0.004	     0.003	     0.010
2000	308	     0.001	     0.001	     0.004	     0.003	     0.002	     0.007
2000	309	     0.002	     0.001	     0.005	    53.800	    42.663	   139.908
2000	310	     0.001	     0.001	     0.002	     0.002	     0.001	     0.004
2000	311	     0.002	     0.002	     0.006	     0.004	     0.003	     0.009
2000	312	     0.001	     0.001	     0.002	     0.001	     0.000	     0.001
2000	313	     0.000	     0.000	     0.001	     0.000	     0.000	     0.000
2000	314	     0.001	     0.000	     0.002	     0.001	     0.001	     0.002
2000	315	   502.860	   398.770	  1307.700	  1130.340	   896.362	  2939.474
2000	316	     0.001	     0.001	     0.002	     0.004	     0.003	     0.011
2000	317	     0.001	     0.000	     0.002	     0.003	     0.002	     0.007
2000	318	     0.001	     0.001	     0.003	     0.002	     0.001	     0.004
2000	319	     0.001	     0.001	     0.003	     0.003	     0.002	     0.007
2000	320	     0.001	     0.000	     0.001	     0.002	     0.002	     0.005
2000	321	     0.000	     0.000	     0.001	     0.003	     0.002	     0.007
2000	322	     0.000	     0.000	     0.001	     0.002	     0.001	     0.004
2000	323	     0.001	     0.001	     0.004	     0.002	     0.001	     0.004
2000	324	     0.001	     0.000	     0.002	     0.001	     0.001	     0.003
2000	325	     0.001	     0.001	     0.002	     0.002	     0.001	     0.005
2000	326	     0.000	     0.000	     0.001	     0.001	     0.001	     0.003
2000	327	     0.000	     0.000	     0.001	     0.000	     0.000	     0.000
2000	328	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	329	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	330	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	331	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	332	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	333	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
2000	334	     0.000	     0.000	     0.001	     0.001	     0.001	     0.002
2000	335	     0.002	     0.001	     0.004	     0.004	     0.003	     0.009
2001	1	    0.001	    0.001	    0.003	    0.003	    0.002	    0.008
2001	2	  180.941	  143.487	  470.542	  910.229	  721.814	 2367.072
2001	3	    0.001	    0.001	    0.002	    0.002	    0.001	    0.005
2001	4	    0.001	    0.001	    0.002	    0.002	    0.002	    0.006
2001	5	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	6	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	7	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	8	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	9	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	10	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	11	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	12	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	13	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	14	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	15	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	16	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
2001	17	    0.000	    0.000	    0.001	    0.000	    0.000	    0.000
2001	18	    0.000	    0.000	    0.001	    0.001	    0.001	    0.002
2001	19	    0.000	    0.000	    0.001	    0.001	    0.000	    0.002
2001	20	   25.820	   20.475	   67.145	 1603.553	 1271.621	 4170.075
2001	21	   20.631	   16.360	   53.650	  139.532	  110.650	  362.857
2001	22	  143.295	  113.633	  372.642	  108.007	   85.650	  280.875
2001	23	    0.001	    0.001	    0.002	   36.144	   28.662	   93.992
2001	24	    0.001	    0.001	    0.003	    0.002	    0.002	    0.005
2001	25	    1.356	    1.075	    3.525	    0.003	    0.002	    0.007
2001	26	    0.350	    0.278	    0.911	    0.001	    0.000	    0.002
2001	27	    1.279	    1.014	    3.326	    0.001	    0.001	    0.002
2001	28	    0.776	    0.615	    2.018	    0.000	    0.000	    0.001
2001	29	    1.878	    1.489	    4.883	    0.001	    0.001	    0.003
2001	30	   22.982	   18.225	   59.765	    0.000	    0.000	    0.001
2001	31	    8.672	    6.877	   22.551	    0.000	    0.000	    0.000
